Molecule ChEMBL ID,Smiles,pChEMBL Value
CHEMBL1946933,COc1ccc(C2=NNC(=O)CC2C)c2sc(C(F)(F)F)nc12,7.68
CHEMBL4083557,COc1cc(Nc2cc(-c3ccccc3)nc3c2C(=O)NCC3)cc(OC)c1,7.57
CHEMBL4064980,O=C1NCCc2nc(-c3ccccc3)cc(Nc3cccc4ncccc34)c21,9.02
CHEMBL4073570,O=C1NCCc2nc(-c3ccccc3)cc(Nc3cccc4c3ccc[n+]4[O-])c21,9.37
CHEMBL4094200,COc1cccc(Nc2nc(-c3ccccc3)nc3c2C(=O)NCC3)c1,7.28
CHEMBL4095815,COc1cccc(Nc2cc(-c3cccc(OC)c3)nc3c2/C(=N/O)NCC3)c1,5.7
CHEMBL4103569,O=C1NCCc2nc(-c3ccc(F)c(F)c3)cc(Nc3cccc4ncccc34)c21,9.12
CHEMBL4076176,O=C1NCCc2nc(-c3cccc(-c4cccc(O)c4)c3)cc(Nc3cccc4ncccc34)c21,9.05
CHEMBL4095320,O=C(NC1CC1)c1cccc(-c2cccc(-c3cc(Nc4cccc5c4ccc[n+]5[O-])c4c(n3)CCNC4=O)c2)c1,10.35
CHEMBL2335410,COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)cc1OCCCCCNCC(O)c1ccc(O)c(CO)c1,6.41
CHEMBL3628718,Cn1cc(-c2ccncc2)c(-c2ccc(OCc3cc(OCCOCCF)c4ccccc4n3)cc2)n1,6.05
CHEMBL3628720,Cn1cc(-c2ccncc2)c(-c2ccc(OCc3cc(OCCOCCOCCOCCF)c4ccccc4n3)cc2)n1,4.99
CHEMBL5739780,CCc1nc(-c2cccc(S(C)(=O)=O)c2)nc2c1ccn2-c1cccc(OC(=O)N(C)C)c1,
CHEMBL2442481,Cc1nc(-c2ccccc2)nc(Nc2ccc(CC(=O)O)cc2)c1C(N)=O,5.4
CHEMBL4076312,COc1cccc(Nc2cc(-c3ccncc3)nc3c2C(=O)NCC3)c1,8.44
CHEMBL4077640,COc1cccc(Nc2cc(C3CC3)nc3c2C(=O)NCC3)c1,8.07
CHEMBL4062889,NC(=O)c1ccc(Nc2cc(-c3ccccc3)nc3c2C(=O)NCC3)cc1,8.82
CHEMBL3644497,CCn1c(=O)c2cnc3c(C(C)C)cccc3c2n(C2CCCC2)c1=O,4.91
CHEMBL6061177,Cc1cc(C#N)c(F)cc1-c1c(C(=O)NC2CC2)nc2cccnn12,7.87
CHEMBL255130,COc1ccc(/C=C2\SC(=S)NC2=O)cc1OC,4.75
CHEMBL404692,COc1ccc(/C=C2\SC(=O)NC2=O)cc1OC1CCCC1,5.96
CHEMBL402997,COc1ccc(/C=C2\SC(=S)NC2=O)cc1OC1CCCCC1,5.71
CHEMBL255820,COc1cc(/C=C2\SC(=S)NC2=O)ccc1OC1CCCC1,4.52
CHEMBL3221631,NC(=O)c1cccc(-c2c(-c3ccccc3)oc(=O)c3c2nn2c(-c4ccccc4)ccnc32)c1,5.88
CHEMBL5944352,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(C(=O)OC[C@H]3CCCN(C)C3)c3ccccc3)s2)cc1OC,8.26
CHEMBL5784530,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(C(=O)OCCN3CCCCC3)c3ccccc3)s2)cc1OC,8.26
CHEMBL4086798,Cc1cc(C)n(C(=O)c2coc(-c3ccccc3O)n2)n1,4.26
CHEMBL3644505,CCS(=O)(=O)N1CCC(n2c(=O)n(-c3cccc(Cl)c3)c(=O)c3cnc4c(OC)cccc4c32)CC1,7.58
CHEMBL5806870,Cc1cc(C#N)c(F)cc1-c1c(C(=O)N2CCC2)nc2cccnn12,8.24
CHEMBL4174270,O=C(c1ccc(-c2cccc([N+](=O)[O-])c2)o1)N1CCc2ccccc2C1,4.4
CHEMBL3962681,CCOc1ccc(C2=NN(C3CCN(C(=O)CN4C(=O)CCC4=O)CC3)C(=O)C2(C)C)cc1OCC,7.75
CHEMBL3911683,COc1ccc(C2=NN(C3CCN(C(=O)CN4C(=O)CCC4=O)CC3)C(=O)C2(C)C)cc1OCC(F)(F)F,6.84
CHEMBL63,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,5.89
CHEMBL3617186,COc1cc2c(cc1OC1CCCC1)CN(C(=O)[C@H]1CC[C@H](N)CC1)CC2.Cl,
CHEMBL3628685,COc1ccc(CNC(=O)c2ccc(OC(F)F)c(OC3CCCC3)c2)cc1,6.01
CHEMBL3313945,CCc1nc(Nc2ccc(CC#N)cc2)nc(-c2cccc(Cl)c2)n1,6.78
CHEMBL1782306,,
CHEMBL3945875,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCC(NS(C)(=O)=O)CC3)c12,7.6
CHEMBL4063909,,
CHEMBL4099426,,
CHEMBL4095038,COc1cc2c(cc1OCc1ccccc1)CN1C(=O)OCC1C2,5.09
CHEMBL1257537,CC1(C)Cc2c(c(N3CCOCC3)nc3sc4c(NCc5ccncc5)ncnc4c23)CO1,7.66
CHEMBL193240,,
CHEMBL3327317,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCCCN[C@H]2CCOC2=O)c1,7.96
CHEMBL3327320,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCCCN[C@@H](CCO)C(=O)O)c1,5.57
CHEMBL3327322,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCCCSC(CCO)C(=O)O)c1,8.26
CHEMBL4061114,,
CHEMBL4170765,O=C(c1ccc(-c2cccc(F)c2)o1)N1CCCc2ccccc21,4.65
CHEMBL4171565,O=C(c1ccc(-c2ccccc2F)o1)N1CCCc2ccccc21,4.3
CHEMBL4174666,O=C(c1ccc(-c2ccc([N+](=O)[O-])cc2)o1)N1CCc2ccccc2C1,4.8
CHEMBL4170936,O=C(c1ccc(-c2ccccc2)o1)N1CCc2ccccc2C1,4.1
CHEMBL2387439,COc1ccc(C2=Nc3c(C(C)(C)C)nn(CCCO)c3C(=O)NC2)cc1-c1cnn(C)c1,5.17
CHEMBL3326083,COc1ccc(/C=N/N2CCOCC2)cc1OC1CCCC1,5.8
CHEMBL3326087,COc1ccc(/C=N/OCC(O)CN2CCC(O)CC2)cc1OC1CCCC1,
CHEMBL3326089,COc1ccc(/C=N/OCC(O)CNN2CCOCC2)cc1OC1CCCC1,
CHEMBL570803,,
CHEMBL3644495,CCn1c(=O)c2cnc3c(Cl)cccc3c2n(C2CCCC2)c1=O,4.77
CHEMBL4086443,O=C1NCCc2nc(-c3ccccc3)cc(Nc3cccc4cnccc34)c21,7.85
CHEMBL4079300,COc1cccc(Nc2cc(-c3cccc(OC)c3)nc3c2/C(=N/C#N)NCC3)c1,7.89
CHEMBL382168,CC(C)NC(=O)N(Cc1cccc(-c2cc(C(C)(C)C#N)cc3cccnc23)c1)c1ccc(S(C)(=O)=O)cc1,10
CHEMBL210840,CC(C)(c1cc(-c2cccc(C(N)=O)c2)c2ncccc2c1)S(C)(=O)=O,7.4
CHEMBL63,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,5.91
CHEMBL4784653,N#C/N=C1/SCCN1C(=O)c1coc(-c2ccc(Cl)cc2)n1,4.57
CHEMBL4789583,Cc1ccc(-c2ccc(CN3CCS/C3=N/C#N)o2)cc1,4.7
CHEMBL4776625,N#C/N=C1/SCCN1C(=O)c1ccc(-c2ccccc2F)o1,4.21
CHEMBL4798769,N#C/N=C1/SCCN1C(=O)c1coc(-c2ccc(F)cc2)n1,5.17
CHEMBL4786873,N#C/N=C1/SCCN1Cc1ccc(-c2ccc(F)cc2)o1,4.34
CHEMBL4784174,N#C/N=C1/SCCN1Cc1ccc(-c2c(F)cccc2F)o1,4.08
CHEMBL4776016,N#C/N=C1/SCCN1C(=O)c1ccc(-c2cccc(F)c2)o1,4.14
CHEMBL4794945,N#C/N=C1/SCCN1C(=O)c1ccc(-c2ccc(F)cc2)o1,4.53
CHEMBL4784226,N#C/N=C1/SCCN1C(=O)c1coc(-c2ccccc2)n1,
CHEMBL4794303,N#C/N=C1/SCCN1C(=O)c1coc(-c2ccccc2Cl)n1,
CHEMBL4747201,COc1ccc(-c2ccc3c(c2)COC3=O)n2nc(C3(C(=O)OCC(C)C)CC3)nc12,8.92
CHEMBL1257422,CC1(C)Cc2c(c(N3CCOCC3)nc3sc4c(NCc5cccnc5)ncnc4c23)CO1,8.24
CHEMBL1258922,CC(C)Cc1nc2sc3c(NCCN4CCOCC4)ncnc3c2c2c1CCC(C)(C)C2,8.14
CHEMBL1258470,CC1(C)CCc2c(N3CCCC3)nc3sc4c(NCCN5CCOCC5)ncnc4c3c2C1,8.09
CHEMBL63,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,6.3
CHEMBL217899,,
CHEMBL197494,Cc1noc(/C(=C/c2cccc(-c3cc(C(C)C)cc4cccnc34)c2)c2ccccn2)n1,9.52
CHEMBL3327323,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCCCCNC2CCOC2=O)c1,8.4
CHEMBL1223619,N#CCCc1ccc(OCc2cc(-c3cccc(OC(F)(F)F)c3)c3ncccc3c2)cc1,7.02
CHEMBL1223684,Cc1cccc(-c2cc(COc3ccc(CCC#N)cc3)cc3cccnc23)c1,6.43
CHEMBL1223685,N#CCCc1ccc(OCc2cc(-c3cccc(OC(F)F)c3)c3ncccc3c2)cc1,7.24
CHEMBL549560,COc1ccc(OC)c(-c2nnc3ccc(-c4ccc(OC)c(O[C@@H]5CCOC5)c4)nn23)c1,8.54
CHEMBL3403348,CCCNc1nc2ccsc2c(=O)n1CC,
CHEMBL3403351,CCn1c(NC(C)(C)C)nc2ccsc2c1=O,
CHEMBL3354170,CCn1c(NC2CCCC2)nc2c(C#N)csc2c1=O,5.5
CHEMBL3354174,CCn1c(NC2CCCC2)nc2c(CCCN3CCOCC3)csc2c1=O,5.47
CHEMBL3354176,CCn1c(NC2CCCC2)nc2c(-c3ccccc3C(=O)OC)csc2c1=O,5.42
CHEMBL4206638,O=C(Nc1ccc2nc(S)sc2c1)c1ccc(OC(F)F)c(OCC2CC2)c1,9.12
CHEMBL4211032,O=C(Nc1nc2ccc(C(F)(F)F)cc2s1)c1ccc(OC(F)F)c(OCC2CC2)c1,8.28
CHEMBL3617177,COc1cc2c(cc1OC1CCCC1)CN(C(=O)c1ccccc1Cl)CC2,4.81
CHEMBL3617178,COc1cc2c(cc1OC1CCCC1)CN(C(=O)c1ccccc1OC)CC2,4.43
CHEMBL4171808,CC1CCn2nc(C(=O)N3CCC3)c(-c3ccc(Cl)cc3)c2O1.Cl,5.53
CHEMBL4069223,COc1cccc(Nc2cc(-c3cccc(OC)c3)nc3c2C(=O)NCC3)c1,8.08
CHEMBL1258689,CN(Cc1ccccc1)c1nc2sc3c(NCCN4CCOCC4)ncnc3c2c2c1CCC(C)(C)C2,6.06
CHEMBL1258239,CN1Cc2c(N3CCOCC3)nc3sc4c(NCCN5CCOCC5)ncnc4c3c2CC1(C)C,5.43
CHEMBL4067625,COc1cc2c(cc1O)CN1C(=O)OCC1C2,
CHEMBL5980586,O=C(c1nc2cccnn2c1-c1ccc(Cl)cc1)N1CCCC1,6.21
CHEMBL5802941,CCCNC(=O)c1nc2cccnn2c1-c1cc(F)cc(Cl)c1,7.08
CHEMBL5993380,Cc1ccc(-c2c(C(=O)NC3CC3)nc3cccnn23)cc1F,8.09
CHEMBL2425772,COc1ccc(C(=O)c2ccncc2)c2cc(C(F)(F)F)nn12,6.01
CHEMBL2387430,COc1ncc(-c2cc(C3=Nc4c(C(C)(C)C)nn(CCO)c4C(=O)NC3)ccc2OC)cn1,6.25
CHEMBL2442479,C=C(C)c1ncc(C(N)=O)c(Nc2ccc(CC(=O)NCC(C)(C)C)cc2)n1,8.43
CHEMBL2442467,NC(=O)Cc1ccc(Nc2nc(-c3ccccc3)ncc2C(N)=O)cc1,6.92
CHEMBL3099249,,
CHEMBL3114954,COc1ccc(-c2nc3c(c(Nc4ccc(CC(=O)O)c(F)c4)n2)S(=O)(=O)CCC3)cc1,8.12
CHEMBL3114950,COc1ccc(-c2nc3c(c(Nc4cc(F)c(CC(=O)O)c(F)c4)n2)S(=O)(=O)CCC3)cc1F,8.28
CHEMBL3114947,COc1ccc(-c2nc3c(c(Nc4ccc(CC(=O)O)cc4)n2)S(=O)(=O)CCC3)cc1F,8
CHEMBL3114942,O=C(O)Cc1ccc(Nc2nc(-c3ccc(-c4ccccc4)cc3)nc3c2S(=O)(=O)CCC3)cc1,7.42
CHEMBL3114935,CN(C)c1ccc(-c2nc3c(c(Nc4ccc(CC(=O)O)cc4)n2)S(=O)(=O)CCC3)cc1,7.42
CHEMBL3114925,O=C(O)Cc1ccc(Nc2nc(-c3ccc(Cl)cc3)nc3c2SCCC3)cc1,6.92
CHEMBL4470613,COc1cc2c(cc1OC1CCCC1)CC(C(=O)Nc1nncs1)N=C2c1ccccc1,5.41
CHEMBL4571089,COc1cc2c(cc1OC1CCCC1)CC(C(=O)Nc1ccccc1F)N=C2c1ccccc1,5.2
CHEMBL63,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,4.94
CHEMBL4585341,COC(=O)CNC(=O)C1Cc2cc(OC3CCCC3)c(OC)cc2C(c2ccccc2)=N1,5.69
CHEMBL4567007,COc1cc2c(cc1OC1CCCC1)CC(C(=O)Nc1ccc(Br)cc1)N=C2c1ccccc1,4.74
CHEMBL512578,Oc1cc(O)cc(-c2cc3ccc(O)cc3o2)c1,5.35
CHEMBL569790,COc1cccc(Nc2c(C(N)=O)cnc3ccc(C(=O)N4CCOCC4)cc23)c1,7.6
CHEMBL571170,NC(=O)c1cnc2ccc(S(=O)(=O)c3ccccc3)cc2c1Nc1cccnc1,7.4
CHEMBL1830638,CC1(C)CCc2c(N3CCOCC3)nc3oc4c(N(CCO)CCN5CCOCC5)ncnc4c3c2C1,9.1
CHEMBL1830640,CC1(C)CCc2c(NCCO)nc3oc4c(NCc5cccnc5)ncnc4c3c2C1,7.62
CHEMBL380933,CC(c1cccc(-c2cc(C(C)(C)S(C)(=O)=O)cc3cccnc23)c1)N(C(=O)c1ccc(C(C)(C)O)cc1)c1ccc(S(C)(=O)=O)cc1,6.57
CHEMBL379768,CC(c1cccc(-c2cc(C(C)(C)S(C)(=O)=O)cc3cccnc23)c1)N(C(=O)C1CC1)c1ccc(S(C)(=O)=O)cc1,6.1
CHEMBL208100,CC(C)NC(=O)N(Cc1cc(-c2cc(C(C)(C)S(C)(=O)=O)cc3cccnc23)ccc1F)c1ccc(S(C)(=O)=O)cc1,7.3
CHEMBL380321,CC(C)(C#N)c1cc(-c2cccc(CN(C(=O)Nc3ccccc3)c3ccc(S(C)(=O)=O)cc3)c2)c2ncccc2c1,7.4
CHEMBL383225,CC(C)(C#N)c1cc(-c2cccc(CN(C(=O)c3ccccc3)c3ccc(S(C)(=O)=O)cc3)c2)c2ncccc2c1,7.1
CHEMBL383837,CC(C)(c1cc(-c2cccc(C(=O)Nc3ccncc3)c2)c2ncccc2c1)S(C)(=O)=O,9.05
CHEMBL342285,Nc1cc2c3c(c1)C(c1ccccc1)=N[C@@H](NC(=O)c1cccnc1)C(=O)N3CC2,7.1
CHEMBL4764438,Cc1ccc(-n2c(C(=O)NC3CC(F)C3)cc3cccnc32)cc1Cl,5.03
CHEMBL4764122,Cc1ccc(-n2c(C(=O)NC3CC3)nc3cccnc32)cc1Cl,6.1
CHEMBL4747304,O=C(NC1CC1)c1nc2cccnc2n1-c1ccc(Cl)c(Cl)c1,6.2
CHEMBL4765220,O=C(NC1CC(F)C1)c1nc2cccnc2n1-c1ccc(Cl)c(Cl)c1,6.22
CHEMBL4779670,N#Cc1c(F)cc(-n2c(C(=O)NC3CC3)cc3cccnc32)cc1F,5.85
CHEMBL3644496,CCCc1cccc2c1ncc1c(=O)n(CC)c(=O)n(C3CCCC3)c12,4.6
CHEMBL3644506,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCN(S(=O)(=O)CS(C)(=O)=O)CC3)c12,7.41
CHEMBL3694414,CC(=O)CCCOc1nc(Oc2ccc3c(c2)COB3O)cc(C(F)(F)F)c1C#N,8.66
CHEMBL3694416,Cc1cc(Oc2nc(OCCOC(C)C)c(C#N)cc2Cl)cc2c1B(O)OC2,8.7
CHEMBL193240,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,9.31
CHEMBL2385751,O=C(O)Cc1ccc(Nc2nc(-c3ccccc3)nc3c2S(=O)(=O)CC3)cc1,6.55
CHEMBL2385558,O=C(O)CC1CCN(c2nc(-c3ccccc3)nc3c2CSC3)CC1,6.82
CHEMBL2387424,COc1ncc(-c2cc(C3=Nc4c(C(C)(C)C)nn(CCO)c4C(=O)NC3)ccc2OC)c(OC)n1,6.86
CHEMBL2387423,COc1ccc(C2=Nc3c(C(C)(C)C)nn(CCO)c3C(=O)NC2)cc1-c1cnc(N(C)C)cc1C,6.27
CHEMBL1830637,CC1(C)Cc2c(c(N3CCOCC3)nc3oc4c(NCCN5CCOCC5)ncnc4c23)CO1,6.47
CHEMBL4522251,CCOC(=O)/C=C/c1c(-c2nc3ccccc3nc2Cl)c2cc(OC)ccc2n1C(C)C,5.25
CHEMBL2385760,O=C(Cc1ccc(Nc2nc(-c3ccccc3)nc3c2S(=O)(=O)CCC3)cc1)Nc1ccccc1,7.37
CHEMBL2385755,CCCNC(=O)Cc1ccc(Nc2nc(-c3ccccc3)nc3c2S(=O)(=O)CCC3)cc1,8.12
CHEMBL2385572,O=C(O)Cc1ccc(Nc2nc(-c3ccccc3)nc3sccc23)cc1,6.64
CHEMBL5395712,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(C)(C(=O)O[C@H]3CN4CCC3CC4)c3ccccc3)s2)cc1OC,8.4
CHEMBL5399363,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(CO)(C(=O)O[C@H]3CN4CCC3CC4)c3ccccc3)s2)cc1OCC1CC1,8.9
CHEMBL5419862,CCOc1cc([C@H](Cc2c(Cl)cncc2Cl)OC(=O)c2ccc(CN[C@@](CO)(C(=O)O[C@H]3CN4CCC3CC4)c3ccccc3)s2)ccc1OC,8.1
CHEMBL6046723,Cc1cc(Cl)ccc1-c1c(C(=O)N2CCC2)nc2cccnn12,7.37
CHEMBL5816501,Cc1cc(Cl)ccc1-c1c(C(=O)N[C@@H]2C[C@@H]2F)nc2cccnn12,7.51
CHEMBL4083943,Cn1nc(Nc2cc(-c3ccccc3)nc3c2C(=O)NCC3)c2cccnc21,7.96
CHEMBL514800,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,7.52
CHEMBL3694417,CC(=O)CCCOc1nc(Oc2cc(C)c3c(c2)COB3O)c(Cl)cc1C#N,8.89
CHEMBL1779431,CC12CCc3nn4ccccc4c3C1=NNC(=O)C2,4.52
CHEMBL1779440,CC(C)c1nn2ccccc2c1-c1ccc(Cl)nn1,4.54
CHEMBL1779442,COc1ccc(-c2c(C(C)C)nn3ccccc23)nn1,
CHEMBL3823824,Cc1ccc(-c2ccc(C(=O)n3cccn3)o2)cc1,4.73
CHEMBL3327319,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCCCN[C@H](CCO)C(=O)O)c1,5.77
CHEMBL2425740,COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)c2cc(C(=O)O)nn12,6.26
CHEMBL2425739,COc1ccc(C(=O)Nc2c(Cl)c[n+]([O-])cc2Cl)c2cc(C#N)nn12,7.66
CHEMBL2425760,COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)c2cc(/C=N/O)nn12,8.29
CHEMBL2425777,COc1cccc2c(C(=O)Nc3c(Cl)c[n+]([O-])cc3Cl)c(C(F)(F)F)nn12,4.78
CHEMBL2425762,COc1ccc(NC(=O)c2c(Cl)cncc2Cl)c2cc(C(F)(F)F)nn12,6.62
CHEMBL63,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,5.74
CHEMBL4537270,COc1cc2c(cc1OC1CCCC1)CC(C(=O)Nc1ccccc1)N=C2c1ccccc1,4.71
CHEMBL4567007,COc1cc2c(cc1OC1CCCC1)CC(C(=O)Nc1ccc(Br)cc1)N=C2c1ccccc1,
CHEMBL4571951,COc1cc2c(cc1OC1CCCC1)CC(C(=O)Nc1cccc(Cl)c1)N=C2c1ccccc1,4.37
CHEMBL4574643,COc1cc2c(cc1OC1CCCC1)CC(C(=O)Nc1ccccc1Cl)N=C2c1ccccc1,5.12
CHEMBL4543592,COc1ccc(CN[C@H](C(=O)O)C(C)C)cc1-c1cccc(Cl)c1,
CHEMBL4434783,CCc1nc(Nc2ccc(CO)cc2)nc(-c2cccc(Cl)c2)n1,6.98
CHEMBL4074212,COc1cccc(Nc2cc(-c3cccc(-c4cc(C(=O)O)ccc4O)c3)nc3c2C(=O)NCC3)c1,8.02
CHEMBL4102469,COc1cccc(Nc2cc(-c3cccc(-c4cccc(C(=O)NC5CC5)c4)c3)nc3c2C(=O)NCC3)c1,8.68
CHEMBL4060147,O=C1NCCc2nc(-c3ccccc3)cc(Nc3cccc4ccccc34)c21,7.96
CHEMBL4066266,O=C(NC1CC1)c1cccc(-c2cccc(-c3cc(Nc4ccnc5ccccc45)c4c(n3)CCNC4=O)c2)c1,9.57
CHEMBL484785,N#Cc1ccc(Oc2ccc3c(c2)COB3O)cc1,6.96
CHEMBL1093962,N#Cc1ccc(Oc2ccc3c(c2)COB3O)nc1,6.75
CHEMBL5268265,CCOc1nc(-c2cncc(C3COB(O)C3)c2)c(F)cc1OC,9.92
CHEMBL5289939,CCCOc1cc(-c2nc(C3COB(O)C3)ns2)ccc1OC,9.62
CHEMBL4294063,COc1ccc(-c2nc(S(C)(=O)=O)ncc2C(=O)NC2CCOCC2)cc1OC,6.3
CHEMBL4286838,CCN(CC)C(=O)c1cnc(SC)nc1-c1ccc(OC)c(OC)c1,
CHEMBL193240,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,9.15
CHEMBL4064370,COc1cccc(Nc2cc(-c3ccccc3)nc3c2C(=O)NCC3)c1,8.8
CHEMBL4087037,COc1cccc(Nc2cc(-c3cc[n+]([O-])cc3)nc3c2C(=O)NCC3)c1,7.29
CHEMBL4071361,CCOC(=O)c1ccc(-c2cccc(-c3cc(Nc4cccc(OC)c4)c4c(n3)CCNC4=O)c2)cc1,8.14
CHEMBL4072549,O=C1NCCc2nc(-c3ccccc3)cc(Nc3ccc(CCO)cc3)c21,7.92
CHEMBL4101010,Cc1ccncc1Nc1cc(-c2ccccc2)nc2c1C(=O)NCC2,7.38
CHEMBL4101934,O=C1NCCc2nc(-c3ccccc3)cc(Nc3nn(-c4ccccc4)c4ncccc34)c21,7.25
CHEMBL4079533,COc1cccc(Nc2cc(-c3ccccc3)nc3c2C(=O)NC(C)C3)c1,6.92
CHEMBL4059812,COc1cccc(Nc2cc(-c3ccccc3)ncc2C(N)=O)c1,6.62
CHEMBL4288061,COc1ccc(CCNC(=O)c2cnc(C(F)(F)F)nc2N2CCOCC2)cc1OC,6.82
CHEMBL4585341,COC(=O)CNC(=O)C1Cc2cc(OC3CCCC3)c(OC)cc2C(c2ccccc2)=N1,4.98
CHEMBL1801070,CC(C)(Cc1ccc(-c2cccc(-n3cc(C(=O)NC4CC4)c(=O)c4cccnc43)c2)cc1)C(=O)O,9.06
CHEMBL3694413,CC(C)OCCOc1nc(Oc2ccc3c(c2)COB3O)cc(C(F)(F)F)c1C#N,8.96
CHEMBL3694420,CC(=O)CCCOc1nc(Oc2ccc3c(c2)COB3O)c(C#N)cc1Cl,9.6
CHEMBL3885161,O=C(Nc1cccnc1)c1ccc(OC(F)F)c(OC2CCCC2)c1,7.41
CHEMBL3628725,Cn1cc(-c2ccncc2)c(-c2ccc(OCc3ccc4cc(CF)ccc4n3)cc2)n1,
CHEMBL4082110,Cc1cc(C)n(C(=O)c2coc(-c3ccc(F)cc3)n2)n1,5.08
CHEMBL4068883,Cc1cc(C)n(C(=O)c2coc(-c3cccc(O)c3)n2)n1,4.54
CHEMBL4750994,O=C(NCC(F)(F)F)c1csc(-c2ccc(OC(F)F)c3oc4ccccc4c23)n1,
CHEMBL3311308,,
CHEMBL193240,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,9.7
CHEMBL4760887,CONC(=O)c1nc(-c2ccc(OC(F)F)c3oc4ccc(NS(C)(=O)=O)cc4c23)sc1C,
CHEMBL4762734,CCOC(=O)c1csc(-c2ccc(OC)c3oc4ccccc4c23)n1,
CHEMBL3905929,CCn1nc(-c2cccc(-c3ccc(CC(=O)NCCN4CCCCC4)cc3)c2)cc(NC(=O)Nc2c(Cl)cncc2Cl)c1=O,10.3
CHEMBL3980193,CCn1nc(-c2cccc(-c3cccc(C(=O)NCCN(C)C)c3)c2)cc(NC(=O)Nc2c(Cl)cncc2Cl)c1=O,10.3
CHEMBL3979212,CCn1nc(-c2cccc(-c3ccc(F)cc3O)c2)cc(NC(=O)Nc2c(Cl)cncc2Cl)c1=O,9.15
CHEMBL3950166,CCn1nc(-c2cccc(-c3cc(F)ccc3O)c2)cc(NC(=O)Nc2c(Cl)cncc2Cl)c1=O,9.62
CHEMBL3903604,CCn1nc(-c2cccc(-c3cncc(O)c3)c2)cc(NC(=O)Nc2c(Cl)cncc2Cl)c1=O,10.07
CHEMBL4440664,OCCc1ccc(Nc2cc(-c3cccc(Cl)c3)nc3c2CCC3)cc1,6.25
CHEMBL4573171,CCc1cc(Cc2ccc(CC(N)=O)cc2)nc(-c2cccc(Cl)c2)n1,6.65
CHEMBL313842,COc1cc(-c2ccc(=O)[nH]n2)ccc1OC(F)F,5.85
CHEMBL3910284,COc1ccc(C2=NN(CC(=O)O)C(=O)CC(C)(C)C2)cc1OC,4.88
CHEMBL5395712,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(C)(C(=O)O[C@H]3CN4CCC3CC4)c3ccccc3)s2)cc1OC,8.9
CHEMBL5397387,COc1cc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC)c(OC)c2)ccc1CNC(C(=O)O[C@H]1CN2CCC1CC2)c1ccccc1,8.3
CHEMBL5404020,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(CO)(C(=O)O[C@H]3CN4CCC3CC4)c3ccccc3)c(OCC3CC3)c2)cc1OC,9.1
CHEMBL4093768,CN(C)C(=O)c1cccc(S(=O)(=O)N2CCC[C@H]2C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)c1,10.4
CHEMBL6050981,NC(=O)c1ccc(-c2cnc(N3CC4(CC4)c4ccc(C(=O)N5CCOCC5)cc43)nc2)s1,6.26
CHEMBL5952079,N#Cc1csc(-c2cnc(N3CC4(CC4)c4ccc(C(=O)N5CCOCC5)cc43)nc2)c1,
CHEMBL5887172,O=C(c1ccc2c(c1)N(c1ncc(-c3sccc3Cl)cn1)CC21CC1)N1CCOCC1,6.26
CHEMBL6053187,O=C(c1cnc2c(c1)N(c1ncc(-c3ccccc3F)cn1)CC21CC1)N1CCOCC1,6.26
