Molecule ChEMBL ID,Smiles,pChEMBL Value
CHEMBL5782982,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(C(=O)OCCN3CCCC3)c3ccccc3)s2)cc1OC,8.26
CHEMBL5784530,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(C(=O)OCCN3CCCCC3)c3ccccc3)s2)cc1OC,8.26
CHEMBL5081816,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(C(=O)OCC3CCN(C)CC3)c3ccccc3)s2)cc1OC,8.26
CHEMBL4798575,CCCCCn1c(-c2ccco2)nc2c(N)ccnc21,4.4
CHEMBL2387141,CCC(C)(C)c1nn(CCO)c2c1N=C(c1ccc(-n3cc(C)nc3C)cc1)CNC2=O,5.71
CHEMBL2387425,COc1ccc(C2=Nc3c(C(C)(C)C)nn(CCO)c3C(=O)NC2)cc1-c1cnc(N2CCCC2)nc1,6.39
CHEMBL198722,CC(c1cc(-c2cccc(/C=C(\c3ccc(S(C)(=O)=O)cc3)c3ncc(C(C)(C)O)s3)c2)c2ncccc2c1)S(C)(=O)=O,8.96
CHEMBL198464,CC(C)c1cc(-c2cccc(C(Cc3cc[n+]([O-])cc3)c3ccc(Cl)cc3)c2)c2ncccc2c1,7.72
CHEMBL198432,COc1cccc(-c2cc(Cc3ccncc3)cc3cccnc23)c1,8.64
CHEMBL199015,[O-][n+]1cccc(C[C@@H](c2ccc(OC(F)F)c(OC3CC3)c2)c2cnc(C(O)(C(F)(F)F)C(F)(F)F)s2)c1,9.4
CHEMBL5863255,CCOc1cc(C(Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(C(=O)OCC3CCN(C)CC3)c3cccc(O)c3)s2)ccc1OC,
CHEMBL1830790,CCNc1nc2oc3c(NCc4cccnc4)ncnc3c2c2c1CCC(C)(C)C2,8.37
CHEMBL5843514,CNC(=O)CN(C)C(=O)c1ccc2c(c1)N(c1ncc(-c3cc(C)ccn3)cn1)CC21CC1,
CHEMBL5970263,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNCC(C(=O)OCC3CCN(C)CC3)c3ccccc3)s2)cc1OC,8.26
CHEMBL5846637,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(C(=O)OCC3(C)CCN(C)CC3)c3ccccc3)s2)cc1OC,8.26
CHEMBL6014820,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(C(=O)OC[C@@H]3CCCN3C)c3ccccc3)s2)cc1OC,8.26
CHEMBL3823528,O=C(c1ccc(-c2ccccc2[N+](=O)[O-])o1)n1cncn1,4.25
CHEMBL5768361,O=C(c1nn2c(c1-c1ccc(Cl)cc1F)OCCC2)N1CCC1,5.78
CHEMBL3823049,O=C(c1ccc(-c2c(F)cccc2F)o1)n1cccn1,4.66
CHEMBL3823779,O=C(c1ccc(-c2cccc(Cl)c2)o1)n1cccn1,4.53
CHEMBL3823913,O=C(c1ccc(-c2ccccc2[N+](=O)[O-])o1)n1cccn1,4.12
CHEMBL5801993,O=C(NC1CC1)c1nn2c(c1-c1cc(F)c(Cl)cc1F)OCC(F)(F)C2,8.07
CHEMBL6067830,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CN(C)CC(C)(C(=O)O[C@H]3CN4CCC3CC4)c3ccccc3)s2)cc1OC,8.26
CHEMBL4209680,Cn1c(=O)c2c(nc(NCCc3ccccc3)n2CCCC(=O)N/N=C/c2ccc(O)c(O)c2O)n(C)c1=O,5.85
CHEMBL4211991,Cn1c(=O)c2c(nc(NCc3ccco3)n2CCCC(=O)N/N=C/c2ccc(O)cc2O)n(C)c1=O,5.36
CHEMBL484928,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)C,
CHEMBL5963531,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(CO)(C(=O)OC[C@H]3CCN(C)C3)c3ccccc3)s2)cc1OC,
CHEMBL5871474,Cc1cc(NC(=O)c2nc3cccnn3c2-c2ccc(Cl)cc2)no1,7.36
CHEMBL2172373,O=C(O)[C@H]1CC[C@H](c2cc3cccnc3c(-c3cccc(OC(F)(F)F)c3)n2)CC1,7.37
CHEMBL4215772,COC(=O)C1Cc2cc(OC)c(OC3CCCC3)cc2CN1C(=O)c1ccc(OC(F)(F)F)cc1,6.06
CHEMBL1257188,CC1(C)CCc2c(-c3ccco3)nc3sc4c(NCCN5CCOCC5)ncnc4c3c2C1,8.42
CHEMBL1257654,CC1(C)CCc2c(N3CCOCC3)nc3sc4c(NCc5ccncc5)ncnc4c3c2C1,7.96
CHEMBL4217546,Cn1c(=O)c2c(nc(NCc3ccccc3)n2CCCC(=O)N/N=C/c2ccc(O)cc2O)n(C)c1=O,5.26
CHEMBL275084,CC(C)Cn1c(=O)n(C)c(=O)c2nc[nH]c21,4.55
CHEMBL4855955,C=CCc1c(-c2cccc(NS(=O)(=O)c3ccc(OC)cc3)c2)oc(=O)c2ccccc12,5.48
CHEMBL4876137,C=CCc1c(-c2cccc(NS(=O)(=O)c3cccs3)c2)oc(=O)c2ccc(Cl)cc12,5.4
CHEMBL1801153,O=C(NC1(O)CC1)c1cn(-c2cccc(-c3ccc(C4CC4C(=O)O)cc3)c2)c2ncccc2c1=O,7.77
CHEMBL1801155,O=C(NCC(F)(F)F)c1cn(-c2cccc(-c3ccc(C4CC4C(=O)O)cc3)c2)c2ncccc2c1=O,9.29
CHEMBL4798623,COCCCNc1nccc2c1nc(-c1ccco1)n2C1CCCC1,4.7
CHEMBL193240,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,9.1
CHEMBL2335411,COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)cc1OCCCCCCNCC(O)c1ccc(O)c(CO)c1,6.63
CHEMBL2335408,COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)cc1OCCCNCC(O)c1ccc(O)c(CO)c1,5.96
CHEMBL5417689,CCOc1cc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CN[C@@](CO)(C(=O)O[C@H]3CN4CCC3CC4)c3ccccc3)s2)ccc1OC,10.4
CHEMBL1779436,CC(C)c1nn2cccc3c2c1C1=NN(Cc2ccccc2)C(=O)CC1C3,5.6
CHEMBL4636881,CC(=O)Nc1c(F)cc(C(=O)N[C@H]2CC[C@H](O)CC2)cc1O[C@@H](C)c1ccccc1,
CHEMBL1258469,CC1(C)CCc2c(N3CCOCC3)nc3sc4c(NCCN5CCOCC5)ncnc4c3c21,6.56
CHEMBL1257421,CC1(C)CCc2c(N3CCOCC3)nc3sc4c(NCCCN5CCCC5=O)ncnc4c3c2C1,7.68
CHEMBL1784107,C=CCc1c(C)nc(-c2ccccc2)nc1Nc1ccc(C(=O)O)cc1,6.72
CHEMBL1784108,Cc1nc(-c2ccccc2)nc(Nc2ccc(C(=O)O)cc2)c1C,6.37
CHEMBL4778157,CCOc1cc(C(CS(C)(=O)=O)N2C(=O)c3csc(NC(C)=O)c3C2=O)ccc1OC,7.58
CHEMBL4787980,CCOc1cc([C@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC)c3C2=O)ccc1OC,8.52
CHEMBL4758412,COc1ccc(C2=NN(CCCCCc3ccccc3)C(=O)CC2)cc1OC,9.05
CHEMBL4746212,COc1cccc(Nc2c(C(N)=O)ccc3c(C)cc(S(=O)(=O)c4cccc(C(=O)Nc5ccc(C#CCCCNC[C@@H](O)c6ccc(O)c7[nH]c(=O)ccc67)cc5)c4)cc23)c1,8.3
CHEMBL3747039,CNC(=O)c1cnc2c(C)cnn2c1Nc1cccc(OC)c1,
CHEMBL3747423,CCc1cnn2c(Nc3cccc(OC)c3)c(C(N)=O)cnc12,7.42
CHEMBL3747181,CC(C)c1c(S(C)(=O)=O)nn2c(Nc3cc(Cl)cc(Cl)c3)c(C(N)=O)cnc12,8.22
CHEMBL3747036,CSc1nn2c(Nc3cc(Cl)cc(Cl)c3)c3c(nc2c1C)CCNC3=O,9.7
CHEMBL5988447,O=C(NC1CC1)c1nn2c(c1-c1ccc(Cl)cc1)OC[C@H](F)C2,5.44
CHEMBL5426968,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CN[C@@H](C(=O)O[C@H]3CN4CCC3CC4)c3ccccc3)s2)cc1OC,8.8
CHEMBL4531348,CC(C)n1cc(-c2nc3ccccc3nc2Cl)c2cc(Br)ccc21,5.01
CHEMBL63,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,6.03
CHEMBL5568942,CC(C)NC(=O)c1ccc(OC(F)F)c(OCC2CC2)c1,7.51
CHEMBL3694420,CC(=O)CCCOc1nc(Oc2ccc3c(c2)COB3O)c(C#N)cc1Cl,9.6
CHEMBL5968341,Cn1ncc2ccc(-n3c(C(=O)NC4CC4)nc4cccnc43)cc21,4.61
CHEMBL5976841,O=C(NC1CC1)c1nc2cccnc2n1-c1ccc(C(F)(F)F)cc1,5.51
CHEMBL4752341,CCOc1cc([C@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(=O)OCCOCCOCCOCCOCCOC)c3C2=O)ccc1OC,8.52
CHEMBL1096812,COc1ccc2c(Nc3c(Cl)cncc3Cl)cc(=O)oc2c1OC1CCCC1,8.3
CHEMBL4752376,CCCCCn1c(-c2ccccc2)nc2c(NCc3ccccc3)ccnc21,4.77
CHEMBL4758688,Nc1ccnc2c1nc(-c1ccccc1)n2CCN1CCCCC1,
CHEMBL4764312,COCCNc1nccc2c1nc(-c1ccco1)n2C1CCCC1,4.74
CHEMBL5853253,COc1ccc(/C(=C/n2c(C)cc(=O)cc2C)c2ccccc2)cc1OCC1CC1,5.77
CHEMBL5990551,CC#C/C(=C\n1c(C)cc(=O)cc1C)c1ccc(OC)c(OCC2CC2)c1,8.52
CHEMBL5917255,COC(=O)/C(=C\n1c(C)cc(=O)cc1C)c1ccc(OC)c(OCC2CC2)c1,6.86
CHEMBL519827,CCOC(=O)c1c(C)nn(-c2ccccc2Cl)c1C,7.25
CHEMBL5971511,CCCCOc1cc(/C=C/n2c(C)cc(=O)cc2C)ccc1OC,7.27
CHEMBL5835286,COc1ccc(/C=C/n2c(C)cc(=O)cc2C)cc1OC1CCSC1,8.42
CHEMBL5193314,CC(C)OCCOc1ncc(Oc2ccc3c(c2)B(O)OC3)cc1C#N,8.68
CHEMBL5783733,O=C(c1nc2cccnc2n1-c1ccc(Cl)cc1F)N1CC(F)C1,6.04
CHEMBL4740026,CCCCCn1c(-c2ccccc2)nc2c(NCCCO)ccnc21,4.63
CHEMBL3644498,COc1cccc2c1ncc1c(=O)n(-c3cc(C)cs3)c(=O)n(C3CCCC3)c12,6.9
CHEMBL4641594,Cc1cccc(Nc2ccccc2COCc2cc3ccccc3n2S(C)(=O)=O)c1C,5.75
CHEMBL5880536,NC(=O)CCc1ccc(Nc2nc(-c3cccc(Cl)c3)nc3c2CCC3)cc1,
CHEMBL6060664,NC(=O)CCCNc1nc(-c2cccc(Cl)c2)nc2c1CCC2,
CHEMBL2333455,NS(=O)(=O)c1cc2c3c(c1)nc(-c1ccccc1O)n3-c1ccccc1O2,5.48
CHEMBL5814628,CN(CCO)C(=O)c1ccc2c(c1)N(c1ncc(-c3cc([S+](C)[O-])ccc3F)cn1)CC21CC1,
CHEMBL5820442,O=C(c1ccc2c(c1)N(c1ncc(-c3cc(NCC4CC4)ccn3)cn1)CC21CC1)N1CCOCC1,
CHEMBL5863264,CN(C)c1ccnc(-c2cnc(N3CC4(CC4)c4ccc(C(=O)N5C[C@@H]6C[C@H]5CN6)cc43)nc2)c1,
CHEMBL5776765,Cc1cccc(-c2cnc(N3CC4(CC4)c4ccc(C(=O)N(C)C)cc43)nc2)n1,
CHEMBL6050234,CN(CCO)C(=O)c1ccc2c(c1)N(c1ncc(-c3cc(N4CCCC4)ccn3)cn1)CC21CC1,
CHEMBL5747025,CC(O)c1ccnc(-c2cnc(N3CC4(CC4)c4ccc(C(=O)N(C)CCO)cc43)nc2)c1,
CHEMBL3644505,CCS(=O)(=O)N1CCC(n2c(=O)n(-c3cccc(Cl)c3)c(=O)c3cnc4c(OC)cccc4c32)CC1,7.58
CHEMBL3644503,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n([C@@H]3CCN(S(C)(=O)=O)C3)c12,7.31
CHEMBL3824099,O=C(c1ccc(-c2ccccc2Cl)o1)n1cccn1,4.17
CHEMBL3823501,O=C(c1ccc(-c2ccc(Cl)cc2)o1)n1cncn1,5.41
CHEMBL3823656,O=C(c1ccc(-c2ccccc2F)o1)n1cccn1,4.19
CHEMBL3823262,O=C(c1ccc(-c2cccc([N+](=O)[O-])c2)o1)n1cccn1,4.78
CHEMBL5922529,O=C(c1nc2cccnc2n1-c1cc(F)c(Cl)c(F)c1)N1CCC1,7.85
CHEMBL5937875,CCCNC(=O)c1nc2cccnc2n1-c1ccc(Cl)cc1,6.03
CHEMBL5916596,N#Cc1c(F)cc(-n2c(C(=O)NC3CC3)nc3cccnc32)cc1F,7.86
CHEMBL5748978,O=C(c1nc2cccnc2n1-c1ccc(Cl)cc1F)N1CCC1,6.56
CHEMBL3884788,O=C(Nc1ccccc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,6.78
CHEMBL5916242,Cc1cc(Cl)ccc1-c1c(C(=O)NC2CC2)nn2c1OCC(F)(F)C2,7.55
CHEMBL4085883,COc1ccc(-c2nc(C(=O)n3nc(C)cc3C)co2)cc1,5.8
CHEMBL4069028,O=C(c1coc(-c2ccccc2)n1)n1cccn1,4.05
CHEMBL6041047,O=C(NC1CC1)c1nc2cccnc2n1-c1cccc(C(F)(F)F)c1,5.94
CHEMBL6004719,CCOc1cc([C@@H](CS(C)(=O)=O)n2c(=O)n(C3CC3)c3cc(-c4ccccc4F)cnc32)ccc1OC,8.11
CHEMBL5970502,CCOc1cc([C@@H](CS(C)(=O)=O)n2c(=O)n(-c3ccccc3)c3cc(Br)cnc32)ccc1OC,7.58
CHEMBL5762842,COc1ccc(-c2c(C(=O)N3CCC3)nc3cccnn23)c(F)c1,6.3
CHEMBL5929189,Cc1noc(C)c1-c1cnc(N2CC3(CC3)c3ccc(C(=O)N4CCOCC4)cc32)nc1,6.26
CHEMBL5924819,O=C(c1ccc2c(c1)N(c1ncc(-c3ccc(CO)s3)cn1)CC21CC1)N1CCOCC1,
CHEMBL5815572,O=C(c1ccc2c(c1)N(c1ncc(-c3ccccn3)cn1)CC21CC1)N1CCOCC1,
CHEMBL5816332,O=C(NC1CC1)c1nc2cccnn2c1-c1ccc(Cl)c(Cl)c1,8.8
CHEMBL5835303,O=C(c1nc2cccnn2c1-c1ccc(Cl)c(F)c1)N1CCC1,8.33
CHEMBL5809721,CN(CCO)C(=O)c1ccc2c(c1)N(c1ncc(-c3ccnc(F)c3)cn1)CC21CC1,
CHEMBL5963531,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(CO)(C(=O)OC[C@H]3CCN(C)C3)c3ccccc3)s2)cc1OC,8.26
CHEMBL5973816,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(CO)(C(=O)OC[C@@H]3CCN(C)C3)c3ccccc3)s2)cc1OC,8.26
CHEMBL5776460,CC(C)NC(=O)c1nn2c(c1-c1ccc(Cl)c(F)c1)OCCC2,6.01
CHEMBL6037292,CCNC(=O)c1nn2c(c1-c1cc(F)c(Cl)cc1F)OCCC2,5.9
CHEMBL5959079,O=C(NC1CC1)c1nn2c(c1-c1ccc(Cl)c(F)c1F)OCCC2,6.33
CHEMBL5776135,N#Cc1cccc(-n2c(C(=O)NC3CC3)nc3cccnc32)c1,6.54
CHEMBL6022993,Cc1ccc(Cl)cc1-n1c(C(=O)NC2CC2)nc2cccnc21,6.48
CHEMBL5854854,CCNC(=O)c1nn2c(c1-c1cc(F)c(Cl)cc1C)OCCC2,6.78
CHEMBL5853303,OCCCc1ccc(Nc2cc(-c3cccc(Cl)c3)nc(C(F)(F)F)c2)cc1,
CHEMBL6036289,NC(=O)Cc1ccc(Nc2cc(-c3cc(F)cc(Cl)c3)nc3c2CCC3)cc1,
CHEMBL5798767,OCCc1ccc(Nc2cc(-c3cc(F)cc(Cl)c3)nc3c2CCC3)cc1,
CHEMBL4459298,CCc1cc(Nc2ccc(CC(N)=O)cc2)nc(-c2cccc(Cl)c2)n1,
CHEMBL5844448,O=C(NC1CC1)c1nc2cccnn2c1-c1cnc2ccoc2c1,6.57
CHEMBL5861334,O=C(NC1CC1)c1nc2cccnn2c1-c1ccnc(C(F)(F)F)c1,6.41
CHEMBL5844234,COc1ccc(C2CC2n2c(C)cc(=O)cc2C)cc1OCC1CC1,6.38
CHEMBL6045647,COc1ccc(/C=C/n2ccc(=O)cc2)cc1OCC1CC1,6.75
CHEMBL3661035,CCC(CC)n1ncc2c(=O)[nH]c(CC3CCCCC3)nc21,
CHEMBL5744515,OCCCc1ccc(Nc2cc(-c3cccc(Cl)c3)nc3c2CCC3)cc1,
CHEMBL5396824,COc1ccc(Nc2cn[nH]c2)nc1-c1cccc(F)c1,5.6
CHEMBL5396088,COc1ccc(Cn2ccnc2)nc1-c1cccc(OC(F)F)c1,6.23
CHEMBL5420925,COc1cccc(-c2nc(COc3cn[nH]c3)ccc2OC(F)F)c1,
CHEMBL5431349,COc1cccc(-c2nc(Cc3cnn(C)c3)ccc2OC(F)F)c1,6.07
CHEMBL5424687,FC(F)Oc1ccc(Cc2cn[nH]c2)nc1-c1cccc(OCc2ccccc2)c1,6.56
CHEMBL5956654,O=C(O[C@@H](Cc1c(Cl)c[n+]([O-])cc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1)c1ccc(CNC(C(=O)OCC23CCN(CC2)CC3)c2ccccc2)s1,8.26
CHEMBL5956654,O=C(O[C@@H](Cc1c(Cl)c[n+]([O-])cc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1)c1ccc(CNC(C(=O)OCC23CCN(CC2)CC3)c2ccccc2)s1,8.26
CHEMBL5897716,COc1ccc(C(Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(C(=O)OCC3CCN(C)CC3)c3cccc(O)c3)s2)cc1OCC1CC1,
CHEMBL5935732,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(C(=O)OCC3CCN(C)CC3)c3ccccc3F)s2)cc1OC,
CHEMBL3644500,COc1cccc2c1ncc1c(=O)n(-c3ccc4c(c3)OCO4)c(=O)n(C3CCCC3)c12,6.29
CHEMBL5812896,O=C(c1nc2cccnn2c1-c1ccc2nccnc2c1)N1CCC1,6.56
CHEMBL1946938,CCc1cc2c(C3=NNC(=O)CC3C)ccc(OC)n2c1,5.46
CHEMBL5774827,O=C(NC1CC1)c1nc2cccnc2n1-c1cc(F)c(Cl)cc1F,7
CHEMBL5999943,CC(=O)Nc1ccnc(-c2cnc(N3CC4(CC4)c4ccc(C(=O)N5CCOCC5)cc43)nc2)c1,
CHEMBL5839968,CCc1ccnc(-c2cnc(N3CC4(CC4)c4ccc(C(=O)N(C)C)cc43)nc2)c1,
CHEMBL5890846,CN(C)C(=O)c1ccc2c(c1)N(c1ncc(-c3cc(N(C)C)ccn3)cn1)CC21CC1,
CHEMBL5760960,C[C@@H](O)CN(C)C(=O)c1ccc2c(c1)N(c1ncc(-c3ccccc3F)cn1)CC21CC1,
CHEMBL5759746,C[C@H](O)CN(C)C(=O)c1ccc2c(c1)N(c1ncc(-c3ccccc3F)cn1)CC21CC1,
CHEMBL5770705,CC(CO)N(C)C(=O)c1ccc2c(c1)N(c1ncc(-c3ccccc3F)cn1)CC21CC1,
CHEMBL5991336,Cc1cccc(-c2cnc(N3CC4(CC4)c4ccc(C(=O)N5CCNC(=O)C5)cc43)nc2)n1,
CHEMBL5781546,Cc1cnnc(-c2cnc(N3CC4(CC4)c4ccc(C(=O)N(C)CCO)cc43)nc2)c1,
CHEMBL5874615,CN(CC(N)=O)C(=O)c1ccc2c(c1)N(c1ncc(-c3ccccn3)cn1)CC21CC1,
CHEMBL5866947,CN(CCO)C(=O)c1ccc2c(c1)N(c1ncc(-c3csc(C(N)=O)n3)cn1)CC21CC1,
CHEMBL5973501,Cc1ccnc(-c2cnc(N3CC4(CC4)c4ccc(C(=O)N5CC[C@@H](N)C5)cc43)nc2)c1,
CHEMBL6067827,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(C(=O)OC[C@@H]3CN4CCC3CC4)c3ccccc3)s2)cc1OC,
CHEMBL5955613,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC3CC(C(=O)O[C@H]4CN5CCC4CC5)(c4ccccc4)C3)s2)cc1OC,8.26
CHEMBL6047660,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC3CC(C(=O)OC4CCN(C)CC4)(c4ccccc4)C3)s2)cc1OC,8.26
CHEMBL5960285,O=C(NC1CC1)c1nc2cccnc2n1-c1cc(F)c(F)c(F)c1,8.24
CHEMBL5984865,Cc1ccc(F)cc1-n1c(C(=O)NC2CC2)nc2cccnc21,5.78
CHEMBL5751435,N#Cc1ccc(F)c(-c2c(C(=O)NC3CC3)nn3c2OCCC3)c1,5.88
CHEMBL5766074,O=C(NC1CC1)c1nc2cccnc2n1-c1ccc(F)cc1,6.66
CHEMBL5568942,CC(C)NC(=O)c1ccc(OC(F)F)c(OCC2CC2)c1,7.51
CHEMBL5776627,COC(=O)Cc1ccc(Cc2cc(-c3cccc(Cl)c3)nc(C(F)(F)F)c2)cc1,
CHEMBL4756762,Nc1ccnc2c1nc(-c1ccccc1)n2CCCO,
CHEMBL5959079,O=C(NC1CC1)c1nn2c(c1-c1ccc(Cl)c(F)c1F)OCCC2,6.33
CHEMBL6016386,CC(C)(C(N)=O)c1ccc(Cc2cc(-c3cccc(Cl)c3)nc3c2CCC3)cc1,
CHEMBL6014018,O=C(NC1CC1)c1nc2cccnc2n1-c1cccc(Cl)c1F,6.41
CHEMBL5955373,COc1ccc(-c2nc(C)c3ccn(-c4ccc(C(=O)O)cc4)c3n2)cc1F,
CHEMBL4542316,COc1cc2c(cc1OC1CCCC1)CC(C(=O)Nc1cccc([N+](=O)[O-])c1)N=C2c1ccccc1,5.08
CHEMBL4290814,COc1nc2c(c(=O)n(C)c(=O)n2C)n1CCCC(=O)Nc1cccc(Cl)c1,
CHEMBL6059655,O=S1(=O)CCCc2nc(C3CCCC3)nc(Nc3ccc(CCO)cc3)c21,
CHEMBL5909863,Fc1ccc(Nc2cc(-c3cccc(Cl)c3)nc3c2CCC3)cc1,
CHEMBL5869808,OCCc1ccc(Nc2nc(C3CCCC3)nc3c2CCC3)cc1,
CHEMBL1086310,CC(C)c1ccc(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,
CHEMBL4290996,CCOc1nc2c(c(=O)n(C)c(=O)n2C)n1CCCC(=O)Nc1ccc(C(C)(C)C)cc1,4.37
CHEMBL4279233,CCOc1nc2c(c(=O)n(C)c(=O)n2C)n1CC(=O)Nc1cccc(Cl)c1,
CHEMBL6029081,COc1ccc(/C(C#N)=C/n2c(C)cc(=O)cc2C)cc1OC,8
CHEMBL5761471,CCN(CC)C(=O)/C(=C\n1c(C)cc(=O)cc1C)c1ccc(OC)c(OCC2CC2)c1,6.34
CHEMBL5850748,Cc1ccc(-n2c(C(=O)NC3CC3)nc3cccnc32)cc1C#N,6.78
CHEMBL5929080,COc1ccc(-n2c(C(=O)NC3CC3)nc3cccnc32)cc1,6.3
CHEMBL6009633,O=C(NC1CC1)c1nc2cccnc2n1-c1ccc2c(c1)COC2,5.8
CHEMBL5986577,CCCNC(=O)c1nc2cccnc2n1-c1ccc(Cl)c(F)c1,7.42
CHEMBL5973766,Clc1cccc(-c2nc3c(c(Nc4ccc(Cc5ncco5)cc4)n2)CCC3)c1,
CHEMBL5786016,NS(=O)(=O)Cc1ccc(Nc2nc(-c3cccc(Cl)c3)nc3c2CCC3)cc1,
CHEMBL3315260,Cc1nc(Nc2ccc(C(=O)O)cc2)nc(-c2ccc(Cl)s2)n1,
CHEMBL484928,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)C,5.75
CHEMBL3959817,COc1ccc(C2=NN(C3CCN(C(=O)CN4C(=O)c5ccccc5C4=O)CC3)C(=O)C2(C)C)cc1OC,9.06
CHEMBL5981579,NC(=O)c1nc2cccnc2n1-c1ccc(Cl)c(F)c1,5.07
CHEMBL5788944,Cc1ccc(-n2c(C(=O)NC3CC3)nc3cccnc32)cc1C,6.57
CHEMBL5904795,N#Cc1ccc(F)c(-n2c(C(=O)NC3CC3)nc3cccnc32)c1,5.77
CHEMBL5752572,O=C(NC1CC1)c1nc2cccnc2n1-c1ccc2ncsc2c1,6.81
CHEMBL6054876,COc1ccc(-n2c(C(=O)NC3CC3)nc3cccnc32)cc1F,6.69
CHEMBL77826,,
CHEMBL5930526,Fc1cc(-n2c(C(Cl)(Cl)Cl)nc3cccnc32)ccc1Cl,7.82
CHEMBL5762847,OCC(O)c1ccc(Nc2cc(-c3cccc(Cl)c3)nc3c2CCC3)cc1,
CHEMBL4287577,Cc1cc(C)n(C(=O)c2ccc(-c3cccc([N+](=O)[O-])c3)o2)n1,4.45
CHEMBL4280359,Cc1cc(C)n(C(=O)c2ccc(-c3cccc(F)c3)o2)n1,4.7
CHEMBL4277735,Cc1cc(C)n(C(=O)c2ccc(-c3ccc(F)cc3)o2)n1,5.14
CHEMBL4164787,O=C(c1ccc(-c2cccc([N+](=O)[O-])c2)o1)N1CCCc2ccccc21,4.51
CHEMBL4164011,Cc1ccc(-c2ccc(C(=O)N3CCc4ccccc4C3)o2)cc1,5.03
CHEMBL5919985,CSc1cccc(-n2c(C(=O)NC3CC3)nc3cccnc32)c1,7.39
CHEMBL5939194,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNCC(C)(C(=O)OC3CCN(C)CC3)c3ccccc3)s2)cc1OC,
CHEMBL5975424,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNCC(C)(C(=O)OCCN(C)C)c3ccccc3)s2)cc1OC,
CHEMBL6049794,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNCC(C)(C(=O)O[C@H]3CN4CCC3CC4)c3ccccc3)s2)cc1OC,
CHEMBL4851333,C=CCc1c(-c2cccc(NS(=O)(=O)c3ccccc3)c2)oc(=O)c2ccccc12,5.91
CHEMBL4879026,C=CCc1c(-c2cccc(NS(=O)(=O)c3ccc(C)cc3)c2)oc(=O)c2ccccc12,5.68
CHEMBL4856088,C=CCc1c(-c2cccc(NS(=O)(=O)c3ccccc3)c2)oc(=O)c2cc(F)ccc12,6.37
CHEMBL1830636,CC1(C)CCc2c(N3CCOCC3)nc3oc4c(NCCN5CCOCC5)ncnc4c3c2C1,8.06
CHEMBL1777830,CC(C)c1nn2ccccc2c1-c1ccc(=O)[nH]n1,
CHEMBL1779428,Cc1cc(=O)[nH]nc1-c1c(C(C)C)nn2ccccc12,
